id_spatial,community_board,borough,name,overall_pop,race_white,race_black,race_asian,race_latino,race_other,age0to17,age18to24,age25to44,age45to64,age65plus,on_time_hs_grad,not_complete_hs,hs_some_college,college_higher,poverty,rent_burden,obesity,hypertension,life_expectancy,self_rep_health,boro,garden_name,address,size,latitude,longitude,avg_org_value,avg_rev_value,avg_tot_appropriated
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,110th Street Block Association,1651 Madison Avenue,0.043,40.796295,-73.947533,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,117th Street Community Garden,172 E 117th Street,0.08,40.798976,-73.940376,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Black Veterans For Social Justice,22 East 119th Street,NA,40.802263,-73.944274,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Carolina Garden / formerly 116th Street Block Association,122nd Street,0.063,NA,NA,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Carver Community Garden,236-242 East 124th Street,0.275,40.802632,-73.935399,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Chenchitas Group Garden,1691-93 Madison Avenue,0.053,40.797308,-73.946792,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Diamante Garden (Block and School Association),306-310 East 118th Street,0.186,40.798107,-73.936371,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Dream Street Park,223 - 231 E. 124 St.,0.252,40.802742,-73.935612,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,East 103rd Street Community Garden,105 E 103rd Street,NA,40.790817,-73.948859,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,East Harlem Community Garden,429-433 East 117th Street,0.142,40.796357,-73.934119,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,El Cata̱o Garden,169 East 110th Street,0.057,40.794391,-73.9434,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Family Community Garden - Manhattan,156 East 111th Street,0.04,40.79527,-73.943572,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Family Garden,431 East 114th Street,0.057,40.794189,-73.935108,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Friendly Garden,95 East 111th Street,0.076,40.796245,-73.945843,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Harlem Rose Garden,4-8 E 129th Street,0.136,40.808821,-73.9401,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Herb Garden (111th St. Betterment Association),176 E 111th Street,0.08,40.795069,-73.943106,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Home Depot Community Garden  (St. Mark's Monastery 1),415-421 East 117th Street,0.163,40.79645,-73.934347,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Humacao Community Garden,335 E 108th Street,0.11,40.791109,-73.939592,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Jackie Robinson Community Garden,103 East 122nd Street,0.058,40.803013,-73.940152,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,La Casita,223 E. 119th Street,0.057,40.799606,-73.937894,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,La Cuevita Community Garden,71 East 115th Street,0.057,40.798797,-73.944151,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,"Life Spire (CRMD, Inc.)",2015 Lexington Avenue,0.02,40.802809,-73.938552,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Little Blue House,1675 Madison Avenue,0.024,40.796976,-73.947034,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Los Amigos Garden,326 Pleasant Avenue,0.045,40.796043,-73.932422,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Maggies Garden (formerly Ebenezer Wesleyan Methodist Church Garden),1574 Lexington Avenue,0.057,40.788624,-73.948933,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Magic Garden,1665-71 Park Avenue,0.207,40.800245,-73.942524,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Neighbors of Vega Baja,E. 109th Street,0.072,NA,NA,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Papos Garden,218-220 E. 119th Street,0.034,40.799617,-73.937963,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Peaceful Valley,50-52 East 117th Street,0.052,40.800487,-73.943961,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Pleasant Village Community Garden,342-353 Pleasant Avenue. /502 E. 119th Street,0.38,NA,NA,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Pueblo Unido,1659 Madison Avenue,0.054,40.796474,-73.9474,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Rodale Pleasant Park Community Garden,437-39 East 114th Street/448-450 East 115th Street,0.225,NA,NA,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Target East Harlem Community Garden,415-421 East 117th Street,0.163,40.79645,-73.934347,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Target East Harlem Community Garden (St. Mark's Monastery 2),429-433 East 117th Street,0.142,40.796357,-73.934119,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Villa Santurce Jardinera - 112th Street,74 E. 112th Street,0.045,40.796895,-73.945424,784543.1194968553,960505.6100628931,368413.3333333333
111,M11,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,M,Villa Santurce Jardineras - Park Avenue,Park Avenue,0.09,NA,NA,784543.1194968553,960505.6100628931,368413.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,Dorothy K. McGowan Memorial Garden,513 W 158th Street,0.045,40.833766,-73.942217,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,Dyckman Valley School - P.S. 152,93 Nagle Avenue,0.09,40.860412,-73.927936,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,George Washington High School,549 Audubon Avenue,NA,40.855954,-73.927051,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,I.S. 143 - Penny Harvest Garden,511 & 516 West 182nd Street,0.08,NA,NA,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,I.S. 218 - Swindler Cove Garden,Harlem River Drive/Dyckman Street,NA,NA,NA,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,I.S. 90 Miracle Sisters Garden,"21 Jumel Place, NY NY 10032",NA,40.839305,-73.936159,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,Morris Jumel Community Garden,455-457 W 162nd Street,0.1,40.835442,-73.939039,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,P.S. 115M,586 W. 177th Street,0.161,40.846542,-73.935205,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,P.S. 4 - Duke Ellington Harmony Garden,500 West 160th Street,NA,40.834899,-73.941085,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,P.S./I.S. 176,4862 Broadway,NA,40.866706,-73.923948,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,RING Garden - Riverside Inwood Neighborhood Garden,1835 Riverside Drive,0.115,NA,NA,1959184,1959458.2051282052,305833.3333333333
112,M12,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,M,West 181st Street Beautification Project,814 West 181st Street,0.046,40.851073,-73.938894,1959184,1959458.2051282052,305833.3333333333
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,Q,Astoria Residents Reclaiming Our World (ARROW),35th St. Bet. 35th & 36th Aves,0.287,NA,NA,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Brook Park,494 East 141st Street,NA,40.809829,-73.918667,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Cauldwell Youth Garden,551 Cauldwell Avenue,0.119,40.814133,-73.910779,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Courtlandt Avenue Association,364-366 East 158th Street,0.171,40.822689,-73.91614,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,East 143rd Street Community Garden (Bronx Community & Cultural Garden or North Church Garden),401 E 143rd Street,0.208,40.812172,-73.920336,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,El Batey Borincano,811-815 Eagle Avenue,0.17,40.820573,-73.909101,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,El Flamboyan,Tinton Avenue,0.402,NA,NA,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,El Girasol,624-638 East 138th Street,0.085,40.806094,-73.915774,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,El Girasol,624-638 East 138th Street,0.085,40.806094,-73.915774,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Family Group Garden,419 East 158th Street,0.101,40.822053,-73.913995,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Isla Verde Garden,625 Wales Avenue,0.16,40.814909,-73.906522,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,La Finca Del Sur/ South Bronx Farmers,138th & Grand Concourse,0.255,NA,NA,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Latinos Unidos,427 East 157th Street,0.116,40.821362,-73.914154,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Members Group (Dalia Group Garden),724 Courtlandt Avenue,0.057,40.820733,-73.917663,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Neighborhood Advisory Committee,360-362 E. 151st Street,0.135,40.817871,-73.918523,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,P.S. 30X,S/E/C Brook Avenue & E. 141 Street,0.207,NA,NA,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,P.S. 65 - Garden Club,677 East 141st,0.034,NA,NA,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Padre Plaza (Success Garden),541-545 E. 139th Street,0.367,40.807883,-73.917885,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Palmas del Caribe (Eagle Avenue Community Garden),869 Eagle Avenue,0.241,40.822057,-73.908481,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Passages Academy,511 E. 149th Street & 511 E. 150th Street,NA,40.81478,-73.914459,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,South Bronx High School - Unity Garden,701 St. Ann's Avenue,0.023,40.81825,-73.91103,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,St. Anns Block Garden Association,666-68 St. Ann's Avenue,0.029,40.817078,-73.911494,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Vogue Community Garden,431 E. 156th Street,0.047,40.820531,-73.914448,1788515.6129032257,1769096.2580645161,453846.1538461539
201,X01,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,X,Wanaqua Garden,460-464 E. 136th Street,0.228,40.807068,-73.922098,1788515.6129032257,1769096.2580645161,453846.1538461539
202,X02,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,X,Bryant Hill Community Garden,899-999 Bryant Avenue,0.34,40.819878,-73.886951,593876.6363636364,604940.2727272727,265000
202,X02,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,X,Demera/Santiago Garden,941-943 Avenue St. John,0.126,40.815229,-73.902569,593876.6363636364,604940.2727272727,265000
202,X02,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,X,Mildred T. Rhodebeck Garden (Garden of Eden),927 Faile Street,0.193,40.821522,-73.889293,593876.6363636364,604940.2727272727,265000
202,X02,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,X,New Hoe Avenue Garden,958 New Hoe Avenue,0.23,NA,NA,593876.6363636364,604940.2727272727,265000
202,X02,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,X,Paradise on Earth Garden,1101-1105 Fox Street,0.252,40.82664,-73.893877,593876.6363636364,604940.2727272727,265000
202,X02,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,X,Schomburg Satellite Academy H.S.,869 E 164th Street,0.032,40.82331,-73.899259,593876.6363636364,604940.2727272727,265000
202,X02,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,X,Wishing Well Garden,886 Reverend James A. Polite,0.351,NA,NA,593876.6363636364,604940.2727272727,265000
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,811 Family and Friends Association,809 Courtlandt Avenue,0.063,40.823065,-73.91645,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,A. Badillo Community Rose Garden,924 Melrose Avenue,0.064,40.82513,-73.913329,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Angie Lee-Gonzalez & Luis Gonzalez Garden,1768 Bryant Avenue,0.131,40.83652,-73.885069,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,C.E.S. 55,450 St. Pauls Place,NA,40.836404,-73.905014,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,C.S. 134X - Community Improvement Garden,1313-1311 Bristow Street,0.161,40.831035,-73.89477,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,C.S. 61 - The  Francisco Oller School,1550 Crotona  Park East,0.055,40.836575,-73.892817,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Edith Community Garden (830 Elton Tnts. Assoc.),836 Elton Avenue,0.116,40.8227,-73.912729,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Franklin Memorial Garden,1060-1062 Cauldwell Avenue,0.12,40.826309,-73.905603,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,J.H.S. 120,890 Cauldwell Avenue,NA,40.822474,-73.907194,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Jackson Forest/Morrisania Concerned Citizens,722 & 736 Home Street,0.18,NA,NA,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Jacqueline Denise Davis Garden,1022-1024 Boston Road (north of E 165th Street),0.223,40.825997,-73.906723,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Jane Adams Vocational H.S. - 4 Seasons Garden,900 Tinton Avenue,NA,40.821675,-73.903546,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Jardin de la Familia,1507 Washington Avenue,0.32,40.837907,-73.903201,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Jardin la Roca/Rock Garden,160 Elton Avenue,NA,NA,NA,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Jose Gonzalez House Community Garden,1175 Hoe Avenue,NA,40.827899,-73.890901,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Model T,1312 Bristow Street.,0.272,40.831037,-73.894748,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,North LUBAs Community Rock Garden,1665 Longfellow Avenue,NA,40.834815999999996,-73.885082,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,P.S. 186 - Day Treatment Program,745 Jennings Street,0.06,40.831804,-73.898396,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Rainbow Block Association.,379 East 159th Street,0.174,40.823086000000004,-73.914947,463588.23529411765,514203.76470588235,NA
203,X03,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,X,Victory Garden - Crotona Park,Fulton Avenue / 171 St / Crotona Park South,0.463,NA,NA,463588.23529411765,514203.76470588235,NA
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,Bettes Rose Garden,Teller Avenue,NA,NA,NA,4404812.5,4471147.5,258000
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,C.E.S. 126 - Literacy Garden,175 W 166th Street,NA,40.835784,-73.928324,4404812.5,4471147.5,258000
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,C.E.S. 73,1020 Anderson Avenue,NA,40.832706,-73.926838,4404812.5,4471147.5,258000
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,Claremont Neighborhood Garden,1280 Teller Avenue,0.19,40.834051,-73.910553,4404812.5,4471147.5,258000
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,Clay Avenue Community Garden,1328-1332 Clay Avenue,0.033,40.835309,-73.908936,4404812.5,4471147.5,258000
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,College Avenue GreenThumb,1420 College Avenue,0.43,40.838033,-73.91027,4404812.5,4471147.5,258000
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,Dred Scott Bird Sanctuary Garden and Park,E 169th Street,0.473,NA,NA,4404812.5,4471147.5,258000
204,X04,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,X,Garden of Eden - Bronx,1686 Weeks Avenue,0.21,40.844045,-73.907616,4404812.5,4471147.5,258000
